Time,CDMX,GUERRERO,MORELOS,M�XICO,QUER�TARO,AGUASCALIENTES,CHIHUAHUA,COAHUILA,DURANGO,NUEVO LE�N,SAN LUIS POTOS�,TAMAULIPAS,ZACATECAS,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COLIMA,GUANAJUATO,JALISCO,MICHOAC�N,NAYARIT,SINALOA,SONORA,CAMPECHE,CHIAPAS,HIDALGO,OAXACA,PUEBLA,QUINTANA ROO,TABASCO,TLAXCALA,VERACRUZ,YUCAT�N,NACIONAL
2021/Sep,3285182,146786,210063,1644896,629751,338890,939840,798128,253375,1705536,456972,703988,193441,1026466,191774,142090,1015502,1847731,464742,160256,575501,607439,131815,231748,238463,209202,605406,421962,205088,104775,719657,388454,20594919
2021/Aug,3262318,148278,207421,1626856,626975,336344,933227,793592,251748,1688614,454927,695001,192118,1016064,184930,141031,1006011,1837975,461649,158588,562948,597269,132574,231028,235746,208258,601686,424006,201725,104983,715040,381893,20420823
2021/Jul,3240746,151226,205282,1611607,622860,333223,932271,786210,248024,1679338,453368,690314,190973,1004864,183282,139826,1003954,1826575,459348,158791,566809,592379,131962,229159,229304,210228,599636,417457,200421,104407,709293,378786,20291923
2021/Jun,3230475,148621,203488,1622778,618558,330146,931191,779285,243680,1663165,450346,684207,189848,989518,180020,139861,996819,1820785,460645,159031,559597,595916,128911,225406,226457,208994,594915,406636,194993,103302,707079,380707,20175380
2021/May,3236212,147900,204820,1620929,615626,331878,928687,771742,243336,1651843,445758,680062,189898,989878,177308,137819,989630,1815607,458518,156933,569723,595612,129262,223454,224565,207266,590768,396775,193049,103141,706384,375061,20109444
2021/Apr,3216137,147121,205634,1613698,614757,331492,925796,771042,243118,1648923,447102,682255,189657,982827,172839,137842,990113,1810884,460254,155031,583413,597526,128729,228147,222289,208305,592577,384821,188355,102990,714724,372085,20070483
2021/Mar,3213626,147015,205760,1606884,611101,331624,920933,768194,241968,1638861,447825,683659,189159,983129,170091,138595,986585,1803619,462309,152744,586460,603862,127450,226046,222938,208202,592445,377825,185038,102821,717938,371003,20025709
2021/Feb,3216913,143318,206050,1603856,606706,330675,915962,766489,241978,1626135,447419,682804,187902,970897,167746,137020,985130,1800733,462035,151811,581325,597596,127199,223027,222065,208345,589535,363772,179307,101686,723182,368320,19936938
2021/Jan,3217900,142961,205548,1594259,600127,328665,913562,763001,241106,1619270,444131,677274,186492,964088,167720,136513,977981,1787122,458944,150458,577248,583878,126216,218863,221013,207314,586200,362807,175361,99545,721627,364457,19821651
2020/Dec,3246669,146771,205308,1593415,595496,321424,903594,757473,239136,1610359,440501,672536,187080,944174,170112,135945,973396,1780367,461602,149477,570100,575636,125731,221463,218499,208539,590229,365783,174213,99057,725198,364449,19773732
2020/Nov,3309725,147726,207126,1619262,603612,327014,915483,766938,243874,1635521,445552,684878,187900,962841,178292,136547,987268,1805269,463651,149959,565897,589753,126613,222218,224121,210352,595897,370055,176822,101238,722700,367448,20051552
2020/Oct,3285539,147179,205095,1611893,598103,325210,908614,760896,241199,1623550,442174,683018,187704,961284,175792,135757,980425,1788334,459604,147839,558297,590852,125428,221374,222262,207378,591153,361787,175679,100615,714759,364040,19902833
2020/Sep,3248637,144513,203232,1596357,592725,326308,901676,754841,238074,1603318,439476,681683,186449,949253,172085,134409,974129,1769661,453937,147502,543611,585515,124417,219083,219672,204970,584849,358177,172923,99807,707921,362982,19702192
2020/Aug,3251617,144572,201939,1586644,587463,323153,897690,750835,236944,1590011,436384,678269,184855,941458,168295,134682,970018,1758496,451388,143936,529692,574582,123878,218178,218985,203438,586731,356310,171299,99667,706000,360933,19588342
2020/Jul,3257082,143693,200339,1579438,580949,321750,889248,744379,236303,1573657,432699,672303,183163,934572,165477,134809,966243,1742635,447862,145580,529928,575672,124251,220197,217327,202951,587165,356370,169301,99092,701109,360408,19495952
2020/Jun,3263299,142800,203862,1580456,581410,322007,875288,737734,237252,1569434,432676,667936,182181,926866,165340,134719,962664,1755765,450498,144319,529005,577424,128074,219852,220195,205143,586976,358969,168470,99274,704683,365288,19499859
2020/May,3272727,144039,205741,1580188,581478,325819,870848,747418,238087,1569776,436357,672943,182368,920312,163062,135082,971189,1770324,453381,142052,544213,581740,129425,220229,221589,207804,591591,358243,169106,99775,710447,365817,19583170
2020/Apr,3329731,146499,208949,1602221,591189,328581,883711,757891,240621,1597217,442906,681298,184170,921528,167029,138351,988250,1793795,463661,142436,568335,592980,131649,225177,226030,212199,604361,379254,171642,101285,731703,373047,19927696
2020/Mar,3435535,150668,212214,1639195,611778,336383,897260,775133,244826,1650275,453898,694642,188089,943854,179007,139808,1011421,1831940,467532,151593,590235,602903,133756,227204,232518,216340,622898,424238,173950,103923,753811,386116,20482943
2020/Feb,3447038,156351,213476,1638840,615585,338559,902039,780681,245574,1655159,455287,702453,189057,940382,185493,139287,1013555,1837966,468015,159617,587810,611885,134890,225972,233747,216685,628017,472041,173223,103111,757110,384631,20613536
2020/Jan,3434243,154933,211643,1630366,614415,335280,900551,779087,243244,1647588,450897,700667,187861,935125,184326,138663,1008607,1822293,463431,159377,580209,596833,133413,223323,232393,214214,627504,472299,171196,102314,752206,381896,20490397
2019/Dec,3470048,159549,211336,1626181,607919,328291,892899,776527,242643,1632927,447346,692500,189173,919138,184435,138790,1007762,1812699,463598,152317,577442,586576,133675,227505,227679,212784,629401,463164,171220,102273,749350,384295,20421442
